product_pid,transaction_date,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket
106,2022-11-22,3180585163.714967,1336378600.0677152,1152952635.9733076,431292838.69537145,-8318524079.6625
106,2022-11-23,3117145117.392887,1292572042.3463466,1122431982.9847813,380403598.83366185,-8738194913.626108
107,2022-11-10,16579109.266429123,2330685702.6831684,6340219082.03035,486406256.5595827,19768365928.984135
107,2022-11-11,16368809.240535276,2298372446.607983,6256773062.063948,480768525.5927925,19846797484.85054
107,2022-11-12,20990062.684296843,2858874953.1126394,7351894813.437055,644124431.5957277,12069271852.16671
107,2022-11-13,21301765.855328504,2843871074.495674,7423350961.236915,651561233.7478545,12877481550.707167
107,2022-11-14,18796704.169403896,2912590501.9921045,6831172312.798183,519347434.99765354,35352020380.92195
107,2022-11-15,17037326.639627453,2464803945.7169766,6575303773.363771,470889035.6794777,25209049856.704353
107,2022-11-16,16020723.69844609,2542900002.2194867,6506900103.941668,443951035.55549693,25222563843.754246
107,2022-11-17,16745447.439232977,2587143308.412329,6441062357.047053,470658287.9842738,24946849510.572727
107,2022-11-18,15768829.12298324,2501258022.4100075,6346899591.604945,438854923.3692292,23785313101.221855
107,2022-11-19,19746032.511991404,3009300475.7839904,7380955553.876397,578446442.8961754,15513028845.682613
107,2022-11-20,19814167.766621176,2971746051.2699995,7358813706.556375,575558186.1996231,16286213360.211449
107,2022-11-21,17579967.90383698,3036438436.2937183,6684112357.626727,453887649.2732103,38573777732.74825
107,2022-11-22,16420108.642155709,2571867986.787713,6400359245.318169,432026774.48749745,27694215977.99985
107,2022-11-23,15935982.219587365,2607529676.89914,6370548963.01547,431813562.3505486,26534740141.79018
108,2022-11-10,2825260316.08695,1475877732.221979,1063910310.180395,82922675.11744417,459501552.3948046
108,2022-11-11,2738826962.429208,1458131015.1339796,1042106699.5103768,65123274.26136115,393513785.19328
108,2022-11-12,3209590254.963567,1685437640.338249,1132097888.4218264,57184863.9288728,260944882.24618304
108,2022-11-13,3200171194.1476383,1664378050.1447344,1143374833.4815905,46185202.471216604,216292490.37964052
108,2022-11-14,3265096860.431571,1944817375.335277,1180690779.048562,58404976.112174936,316315348.2300446
108,2022-11-15,2880588601.3417215,1517912938.8779929,1115948881.5694234,55085196.48327453,205860091.25224778
108,2022-11-16,2886680074.2730165,1535718770.8855011,1108778447.0559115,75467502.6486831,306375280.02396476
108,2022-11-17,2849578082.5083966,1484011825.4653926,1092860113.8632295,71401780.90264194,296918078.8045927
108,2022-11-18,2765433801.266362,1422253551.2302692,1067569402.1825671,62932893.07849811,288245298.9502385
108,2022-11-19,3243998179.0892324,1672191310.0313668,1150453624.8669481,71160573.61738157,233572091.80582425
108,2022-11-20,3228616970.251318,1713341546.2198691,1147639541.472969,72780518.24040724,242380060.60494018
108,2022-11-21,3261912230.583588,2038001212.99341,1165752384.9641657,84677221.01143016,347227474.8093883
108,2022-11-22,2831857621.971494,1602166911.2279549,1085144349.9367719,68302039.08223046,206206602.65068367
108,2022-11-23,2807576777.805534,1575104322.0757473,1074582538.2282884,73268610.95937023,277632387.02906716
109,2022-11-10,8614401.349395756,1034972770.9688582,754874235.9625444,259444462.67853105,344766198.3502174
109,2022-11-11,8624438.65109164,973790255.1537466,737331051.0198305,267765776.51855737,337388020.72751355
109,2022-11-12,12771742.528468773,1169301043.2960398,858980468.849849,405023188.37115735,323916939.09268457
109,2022-11-13,12719528.487789255,1154536883.8468628,870839182.6871172,408799808.9355818,303510445.31962204
109,2022-11-14,10661343.267077552,1327783611.9282422,833384415.7486002,325097388.10873383,368726651.3301942
109,2022-11-15,10790476.619981568,1058270055.1020952,793833095.4037666,329890568.63478106,289659595.94730455
109,2022-11-16,13583052.660958413,1052712531.9192761,788158419.9911994,413013467.58970773,338961031.71555007
109,2022-11-17,15734122.545817822,1041968796.8235043,778796266.7954468,480024858.03742826,353668355.9694606
109,2022-11-18,15927416.249200705,997269301.6614463,761854625.7566271,497927818.01344657,333781544.7027479
109,2022-11-19,19967243.12828003,1231613204.0332735,874275952.6325256,632528748.7970078,330528965.87820643
109,2022-11-20,19766705.974837046,1251654461.9306967,868866277.6969155,628824053.813282,334224164.24793893
109,2022-11-21,17236222.814181138,1430996168.2260344,812815305.3819244,527595101.9743315,418580150.61904067
109,2022-11-22,16101546.642933946,1138468952.296717,761501365.3350636,493668560.5357461,342762083.9543117
109,2022-11-23,16809326.280362748,1105016275.8606553,755131049.7177701,515349326.2894027,386400338.0380988
110,2022-11-10,51552323.968679056,170415151.74364027,30679361.051889174,136800.24275783915,71712807.08053187
110,2022-11-11,55018634.85380362,180700716.46051824,32786275.422269367,138723.8960712438,73558915.67384605
110,2022-11-12,70086562.43410851,235755413.75087935,41089653.24601861,169845.61011002978,90302513.5907264
110,2022-11-13,71977328.56597054,239168263.4556486,42385047.14753876,170425.81630760158,89271669.54661459
110,2022-11-14,64055526.92615011,195550785.3170581,36908403.54912072,142818.1857342826,71270714.94476162
110,2022-11-15,61644385.94210675,185439875.623485,37731210.17696476,143381.26617029577,70016883.11789005
110,2022-11-16,62707346.37128939,189623936.08600557,38232050.5483584,148750.51916652304,71773703.71165776
110,2022-11-17,64202390.14563717,198408740.42263022,39508349.345122665,156642.97000227385,75646524.62939304
110,2022-11-18,65710930.835007094,198241583.7521854,40536205.61506462,150856.0899805392,72576937.72374263
110,2022-11-19,78589356.68030444,244872810.3075224,47435165.2762539,179915.0884689758,87969082.95258218
110,2022-11-20,78150042.83055267,243738333.98057783,47079243.64474827,181102.8565660313,87975615.07077368
110,2022-11-21,67813875.14403422,197885551.8687467,39807627.74611318,151494.99377321516,70396038.96265908
110,2022-11-22,62968025.653919995,184961012.56551862,38782341.37018406,145048.24031810887,67169625.43744707
110,2022-11-23,61732863.37328656,184534187.91062468,37496686.497716606,141144.8576771213,65672974.70945063
111,2022-11-10,404677208.51003605,254082779.20528218,71925548.53910105,616373234.5851939,-38788192.05517787
111,2022-11-11,382721983.3520898,181012099.70427275,67925379.01418145,588865691.6610237,-72181557.62257224
111,2022-11-12,430652118.15727115,218603133.60917106,71956293.40725288,647667554.1335692,-67624664.83639199
111,2022-11-13,438196494.1359732,242109717.7375575,75338280.31115869,653290959.2925286,-76880381.91094339
111,2022-11-14,524879319.22875786,524444141.7680575,86042553.44056614,691529016.6100626,237231400.72712958
111,2022-11-15,439866570.3808696,374661241.0531485,80991528.69707869,601561896.7254722,-20168728.068341255
111,2022-11-16,444756223.5677473,432101795.1939455,77330481.57424149,614774089.4935524,-42722764.27372253
111,2022-11-17,428185294.322029,429693038.23839223,73013087.91930076,585017285.5822008,-132764240.94513646
111,2022-11-18,413762886.2445507,388752893.4079157,69397435.42455325,566011206.4604659,-120660257.22249559
111,2022-11-19,457868120.9283568,398325452.0072188,72116006.45739184,603738454.0073179,-52564247.104468435
111,2022-11-20,445153813.5849875,336897478.26590633,71968335.28107022,571080196.932338,-34045657.355572015
111,2022-11-21,503216178.4923892,515947121.0159979,78387134.27346537,572573604.2562594,257521663.48258427
111,2022-11-22,397092178.08443886,291292974.7469669,70891216.25942461,459549479.2481564,-35712735.78653398
111,2022-11-23,399507252.32553726,325003602.19878626,68238286.51438433,462536052.1246735,-54836763.58116642
112,2022-11-10,133935856.42248787,15312239.495971845,82473976.67052902,2332020.5931964624,-2249054020.3309274
112,2022-11-11,140763504.76064575,12381061.203167569,86783850.39796929,741414.2683926877,-2555788199.8512883
112,2022-11-12,137207092.58551234,4958440.706193838,78037799.67233992,-2106078.357083844,-1546440264.5306544
112,2022-11-13,141199152.3867463,4920233.697727427,80286512.60540494,-3321846.27674891,-1683638994.877972
112,2022-11-14,244528671.63362235,38983314.87402539,106021718.01204933,-443416.63089646486,-629845869.7387552
112,2022-11-15,176986052.05161285,21688563.78645785,96605418.89574508,90948.58955361659,-2678411185.6489034
112,2022-11-16,171789073.3689876,22030970.527040754,96033154.3959385,215391.36222779343,-3244480540.0081444
112,2022-11-17,173260305.05923858,18556255.395211734,95068480.30561255,-274704.3975670408,-4060292153.871
112,2022-11-18,172329814.81454086,14746843.153651346,98010579.96433021,-1314260.7007815815,-4435072681.693883
112,2022-11-19,162616756.4239037,9468416.017061643,87168586.92583328,-2464406.915087008,-3250577145.4611316
112,2022-11-20,165152053.04170525,12150373.450451795,87065078.36209539,-2038910.0335659394,-3152130293.2393074
112,2022-11-21,270375093.94998544,46456292.8425266,110827921.74778499,1285628.3441121622,-1953285618.7417252
112,2022-11-22,204370943.15238902,26229008.104489293,100397738.35409601,931726.5902235673,-3934020725.2759027
112,2022-11-23,197800952.600125,22738291.884780955,99934372.88592097,-255078.15622455603,-4383064529.019653
113,2022-11-10,55492903.56597787,17332953.189077023,17016181.763118446,129104.21845412374,61770123.55386042
113,2022-11-11,56449623.1581285,18147192.036489055,17684693.398002367,131688.5577902262,60789977.31512997
113,2022-11-12,69229004.7502871,24569598.714661345,22952858.699898623,184906.30692668317,69846003.28312084
113,2022-11-13,69501261.89553595,25354866.26116651,23810415.748383053,192676.25421623135,67600361.04466671
113,2022-11-14,64660788.587066144,21880406.84388922,21126854.746271737,160019.6093504214,54210581.827707514
113,2022-11-15,53937200.69993512,20410902.570841137,19900147.196533136,157989.25000547373,51964863.80271582
113,2022-11-16,52069672.46247515,21073119.92727136,19804416.951534733,159005.98167074376,54532515.40811208
113,2022-11-17,52680545.46210613,21326418.257221244,20399652.568509717,163790.1700960971,49037557.058798224
113,2022-11-18,51404682.142401375,21586657.16843614,20581855.049589578,162293.7241208533,44588214.5391443
113,2022-11-19,62349856.28912951,27250052.23431109,25206431.024127446,210205.26493507647,53856407.67458448
113,2022-11-20,62029936.979568005,27278968.30224482,25434650.363727666,213005.4340050963,52545994.38526337
113,2022-11-21,57988376.80216442,23241585.044715174,22278369.915850975,177181.91350796743,38415881.18378455
113,2022-11-22,48674718.08198684,21377691.572914854,20700981.862040777,173679.39733066654,34183183.12025241
113,2022-11-23,47627614.88667814,21583564.19754152,20175238.2389386,173224.29721983327,35997409.680792324
114,2022-11-10,145811777.69752824,158119409.4098231,62370721.114761904,166333201.24696285,1354574702.2867644
114,2022-11-11,146956981.8811976,159642415.5906821,62243178.40865451,168404373.89133397,1817331916.9913383
114,2022-11-12,180348749.67785293,205548670.44416222,75735751.97016029,219941561.64441094,2000465030.4004438
114,2022-11-13,183444712.45496216,206447101.1667055,76107632.40299088,220652411.4335618,2346294048.513737
114,2022-11-14,161871481.73105028,167359976.22725394,63872226.816619076,175312912.28342503,3043741111.9356575
114,2022-11-15,151765059.73743302,159599833.6834668,62845813.780748695,167747559.33731404,2940982694.5555444
114,2022-11-16,149400452.9758734,153414021.9093819,62948661.68051571,156968170.4367272,3391816868.9033194
114,2022-11-17,145467108.69074607,150545476.54788905,62318492.54806396,153190139.21867764,3430922709.1280756
114,2022-11-18,143355990.4073423,149738908.8897719,61043968.342110574,153413355.40212908,3674612446.294479
114,2022-11-19,172371276.179303,190451074.81372145,73455235.72421634,198609107.32126337,3670345812.5455465
114,2022-11-20,171571686.88954887,186540300.5020133,73044688.46164323,192772451.7130221,3896800040.223772
114,2022-11-21,148009211.22264713,146602004.18258858,60284123.204161555,146337839.24139318,4506805139.086173
114,2022-11-22,137904621.81819195,142316155.05895188,58812753.208404765,144348151.09052303,4257326606.8077602
114,2022-11-23,136237249.99852404,140554138.37401485,58480855.36725435,140961076.78693086,4415118795.941248
115,2022-11-10,2224961701.473748,2250402503.2691526,582145539.2718657,891567281.7907298,4183864340.278305
115,2022-11-11,2152031136.4429674,2189492570.0171695,573321151.1111137,922577733.5836898,6725268883.001808
115,2022-11-12,2315855055.3549995,2421368866.401225,592987963.7903104,1060257056.7188466,39429191376.347
115,2022-11-13,2343524559.0597043,2425031404.6552515,607061352.071732,1074878827.8116927,42709041139.85744
115,2022-11-14,2749871047.3874235,2545693496.997905,672972839.4356601,980552670.3441613,17085677498.558311
115,2022-11-15,2366626453.091601,2259737560.1194873,636244883.8299226,963305478.5157579,18784369770.085
115,2022-11-16,2369892349.7478933,2250731251.347146,630015293.6028441,958589153.0710671,21011429955.86805
115,2022-11-17,2343081912.447159,2198531039.6020994,623038315.9534202,955499845.9755747,24544379975.680878
115,2022-11-18,2276706052.1495457,2111202130.8301253,611407010.2563815,945251148.4175204,29702517549.136314
115,2022-11-19,2429938573.611464,2326009035.409897,622134735.7173405,1042951029.5744131,65208843241.06208
115,2022-11-20,2409332326.110811,2298474613.0860033,620413363.4932008,1022920299.8761876,71019628513.40767
115,2022-11-21,2736447870.935399,2366728587.4138165,668001520.5845938,900261322.8690004,47594960844.815315
115,2022-11-22,2276977692.374538,2026157713.8641834,617853009.4169457,858339112.9985378,51391061899.567245
115,2022-11-23,2242701048.5025873,1989412295.9474888,608164167.3354312,828855818.0255295,55732166431.61957
116,2022-11-10,271498769.74785656,82248858.81867824,62605918.35844905,226424099.2446824,419400323.7420804
116,2022-11-11,248311591.90981978,70475397.29155624,61624784.174014695,223114620.67147887,387521337.426559
116,2022-11-12,257792039.2641936,82949473.03801236,64268604.60294083,271988343.4304382,208264233.9789397
116,2022-11-13,253468888.67392752,77707758.09686437,66394499.99041231,270407924.8705158,29005285.037432313
116,2022-11-14,367455981.09182036,164558161.39472172,75568623.27377668,223476789.52205253,535803554.0681051
116,2022-11-15,267409118.24975085,74859351.30473258,71162414.0276097,206938435.85990214,132147176.52100569
116,2022-11-16,263379846.42909667,65283480.36537932,68825902.42604017,194486401.64888316,210826883.52800414
116,2022-11-17,257126738.24436408,64409935.41215751,66090900.28795334,192648259.41335785,176951720.21937603
116,2022-11-18,239949576.54694244,71535483.37306905,64212907.148379244,187254900.49469373,77116974.75618994
116,2022-11-19,256645212.44529325,108452348.087697,65846644.7789685,234840111.67600957,-45621062.137214065
116,2022-11-20,254740866.91175735,118151416.05709665,66784613.48464107,231353226.31559217,-81192799.90678537
116,2022-11-21,363727026.5249213,202442123.76305842,74707679.81980816,182737931.79942206,555765296.1661114
116,2022-11-22,254883415.46331155,96471132.22214165,69421111.5355323,166747427.78902206,186258799.29891783
116,2022-11-23,245241347.91867006,67602564.0492022,67014073.988258936,157969779.98956513,206481457.47800368
117,2022-11-10,1909884884.677572,1224942841.910478,454912651.7243644,5058729.359007669,64254009.17234807
117,2022-11-11,1708835817.7193131,1117994297.51796,361244830.0347565,1445523.8205392985,10190537.78421691
117,2022-11-12,1698677047.4491584,1008168627.6861211,382368845.9416927,32136.670186008327,-118707404.01319122
117,2022-11-13,1534152763.931638,901773270.1604506,293060695.56884617,-1372468.3093929356,-207514663.69121757
117,2022-11-14,1819142616.0442145,1339702713.552125,157596061.20796168,627482.4487969577,-207511020.14407954
117,2022-11-15,1248828700.1488736,651479194.5499312,-8214999.241495013,-784927.5199999418,-342890228.0091988
117,2022-11-16,1146489296.1518276,520793179.24921346,-151715115.5223602,835948.2342869318,-381575115.8525491
117,2022-11-17,1009932337.8781807,339215661.15187573,-305799810.97770655,2288243.58805118,-431498321.3413558
117,2022-11-18,780053004.8159096,249955096.87897897,-470898207.527302,641615.2841249099,-482512168.06865674
117,2022-11-19,739381234.6772314,199525435.72932005,-523605272.766745,2112019.288234352,-585745552.3703712
117,2022-11-20,535289758.4700041,144563942.3242445,-686242078.1965625,3529729.787797061,-633704805.3317409
117,2022-11-21,779524852.153242,603235853.0734558,-882689922.5000818,6993164.36353322,-589053883.0038682
117,2022-11-22,188793144.4908812,-76987576.94900846,-1083317890.4030104,4941458.430715796,-681842233.9417136
117,2022-11-23,110500383.98446155,-175918107.9590776,-1228856768.3763962,4170331.2357074507,-675794658.4306036
118,2022-11-10,2235239766.7734036,758359490.794898,607705292.1260002,7500476.262239397,139879466.81576297
118,2022-11-11,2163426123.916369,630640081.0454043,574539498.5915238,741680.7045421209,121126676.16739266
118,2022-11-12,2331966985.1603665,601647145.5943093,629461138.6777229,1473351.370548673,34120053.098971754
118,2022-11-13,2368791769.780728,640109123.5444164,611007984.5538719,-6844613.4911012845,27162155.50598234
118,2022-11-14,2751474342.125705,1174895073.2458706,567412675.3414338,-22925354.414227962,160016715.29438925
118,2022-11-15,2429653963.5088434,842314212.1599264,491338162.6874567,-33806255.78451701,60391368.802954346
118,2022-11-16,2439950518.5271897,836194745.1118761,436108564.317948,-45115204.86896326,69033950.2315712
118,2022-11-17,2407767174.4287615,774485020.7855295,373299743.8493734,-56982656.02822204,56723321.179546475
118,2022-11-18,2326411788.009248,690049342.7737582,305468156.7576417,-69386980.60400715,43380151.74087924
118,2022-11-19,2457971816.3892207,702451108.2224722,318361254.06707895,-73670624.99444449,-22310303.81010586
118,2022-11-20,2408191404.027397,740700726.4019568,249497159.3564068,-86413567.45066902,-6939686.632878631
118,2022-11-21,2669880456.755515,1229714423.7496517,154060719.00358778,-106232701.6982828,139433807.4094087
